ID,Book,PDF page,Printed page,Section,Content,Type,Classification,Severity,Frequency,Friction,Priority,Current App Path,Searchable? / tested query,Context-linked?,Table view?,Problem,Recommended minimal fix,Need ID,Solution categories,Workflows
heretic-swamp-ueth-the-scalehunter,MÖRK BORG CULT: HERETIC,52,50,Sepulchre of the Swamp Witch,Ueth the Scalehunter,Creature,MISSING,P2,2,5,10,No usable application reference,no: Ueth the Scalehunter,no,n/a,The source provides a distinct complete stat block with conditional attacks/venom/powers/resurrection as applicable. Existing wishes/rumor names are not creature definitions.,Add the printed creature definition and link relevant scenario table results; preserve any intentionally unprinted Morale.,heretic:swamp-ueth-the-scalehunter,MONSTER_REFERENCE; RESULT_LINK,Dungeon; Monster
heretic-swamp-forked-tongue-devotee,MÖRK BORG CULT: HERETIC,54,52,Sepulchre of the Swamp Witch,Forked-Tongue Devotee,Creature,MISSING,P2,2,5,10,No usable application reference,no: Forked-Tongue Devotee,no,n/a,The source provides a distinct complete stat block with conditional attacks/venom/powers/resurrection as applicable. Existing wishes/rumor names are not creature definitions.,Add the printed creature definition and link relevant scenario table results; preserve any intentionally unprinted Morale.,heretic:swamp-forked-tongue-devotee,MONSTER_REFERENCE; RESULT_LINK,Dungeon; Monster
heretic-swamp-the-swamp-witch,MÖRK BORG CULT: HERETIC,57,55,Sepulchre of the Swamp Witch,The Swamp Witch,Creature,MISSING,P2,2,5,10,No usable application reference,no: The Swamp Witch,no,n/a,The source provides a distinct complete stat block with conditional attacks/venom/powers/resurrection as applicable. Existing wishes/rumor names are not creature definitions.,Add the printed creature definition and link relevant scenario table results; preserve any intentionally unprinted Morale.,heretic:swamp-the-swamp-witch,MONSTER_REFERENCE; RESULT_LINK,Dungeon; Monster
heretic-swamp-srolki,MÖRK BORG CULT: HERETIC,58,56,Sepulchre of the Swamp Witch,Srolki,Creature,MISSING,P2,2,5,10,No usable application reference,no: Srolki,no,n/a,The source provides a distinct complete stat block with conditional attacks/venom/powers/resurrection as applicable. Existing wishes/rumor names are not creature definitions.,Add the printed creature definition and link relevant scenario table results; preserve any intentionally unprinted Morale.,heretic:swamp-srolki,MONSTER_REFERENCE; RESULT_LINK,Dungeon; Monster
heretic-swamp-yaoxl,MÖRK BORG CULT: HERETIC,58,56,Sepulchre of the Swamp Witch,Yaoxl,Creature,MISSING,P2,2,5,10,No usable application reference,no: Yaoxl,no,n/a,The source provides a distinct complete stat block with conditional attacks/venom/powers/resurrection as applicable. Existing wishes/rumor names are not creature definitions.,Add the printed creature definition and link relevant scenario table results; preserve any intentionally unprinted Morale.,heretic:swamp-yaoxl,MONSTER_REFERENCE; RESULT_LINK,Dungeon; Monster
heretic-swamp-emerald-venom,MÖRK BORG CULT: HERETIC,50; 51,"48, 49",Sepulchre of the Swamp Witch,Emerald Venom and invisible passage rules,Rule,MISSING,P2,2,5,10,No usable application reference,no: Emerald Venom and invisible passage rules,no,n/a,"Duration, initiative/fumble penalties and perception/door conditions are absent.",Add the short literal source-specific reference; do not manufacture missing stats or generalize the scenario.,heretic:swamp-emerald-venom,QUICK_RULE,Dungeon; Equipment; Powers
heretic-swamp-slithering-strangulation,MÖRK BORG CULT: HERETIC,52,50,Sepulchre of the Swamp Witch,Slithering Strangulation,Power,MISSING,P2,2,5,10,No usable application reference,no: Slithering Strangulation,no,n/a,Named source scroll with count/duration/damage/retarget risk is entirely absent.,Add the short literal source-specific reference; do not manufacture missing stats or generalize the scenario.,heretic:swamp-slithering-strangulation,POWER_REFERENCE,Dungeon; Equipment; Powers
heretic-swamp-croaking-trident,MÖRK BORG CULT: HERETIC,55,53,Sepulchre of the Swamp Witch,The Croaking Trident,Item,MISSING,P2,2,5,10,No usable application reference,no: The Croaking Trident,no,n/a,Damage types and kill-count transformation thresholds are absent.,Add the short literal source-specific reference; do not manufacture missing stats or generalize the scenario.,heretic:swamp-croaking-trident,ITEM_REFERENCE,Dungeon; Equipment; Powers
heretic-swamp-lunar-zweihander,MÖRK BORG CULT: HERETIC,57,55,Sepulchre of the Swamp Witch,Lunar Zweihänder,Item,MISSING,P2,2,5,10,No usable application reference,no: Lunar Zweihänder,no,n/a,"Armor exception and radiance effect are absent; tied to source Swamp Witch weapon, not a generic two-handed sword.",Add the short literal source-specific reference; do not manufacture missing stats or generalize the scenario.,heretic:swamp-lunar-zweihander,ITEM_REFERENCE,Dungeon; Equipment; Powers
heretic-swamp-ranseur-maelstrom,MÖRK BORG CULT: HERETIC,58,56,Sepulchre of the Swamp Witch,Ranseur of the Maelström,Item,MISSING,P2,2,5,10,No usable application reference,no: Ranseur of the Maelström,no,n/a,Source weapon’s damage and life transfer are absent; Yaoxl name in wishes does not expose it.,Add the short literal source-specific reference; do not manufacture missing stats or generalize the scenario.,heretic:swamp-ranseur-maelstrom,ITEM_REFERENCE,Dungeon; Equipment; Powers
heretic-swamp-venomous-adders,MÖRK BORG CULT: HERETIC,55,53,Sepulchre of the Swamp Witch,Venomous adders guarding the Hidden Ferns,Rule,MISSING,P2,2,5,10,No usable application reference,no: Venomous adders guarding the Hidden Ferns,no,n/a,"Source describes an Agility hazard/conditional bite, not an independent HP statblock. The actual hazard is absent.",Add the short literal source-specific reference; do not manufacture missing stats or generalize the scenario.,heretic:swamp-venomous-adders,QUICK_RULE,Dungeon; Equipment; Powers
heretic-swamp-ethereal-snakes,MÖRK BORG CULT: HERETIC,52,50,Sepulchre of the Swamp Witch,Ethereal ceiling snakes,Rule,MISSING,P2,2,5,10,No usable application reference,no: Ethereal ceiling snakes,no,n/a,Two-attack damage-and-disappear response is absent; source supplies no full creature stats.,Add the short literal source-specific reference; do not manufacture missing stats or generalize the scenario.,heretic:swamp-ethereal-snakes,QUICK_RULE,Dungeon; Equipment; Powers
heretic-swamp-klopstock-ring,MÖRK BORG CULT: HERETIC,54,52,Sepulchre of the Swamp Witch,Klopstock ruby ring,Item,MISSING,P2,2,5,10,No usable application reference,no: Klopstock ruby ring,no,n/a,Source-specific ordinary sale value and named-heir return value are absent.,Add the short literal source-specific reference; do not manufacture missing stats or generalize the scenario.,heretic:swamp-klopstock-ring,ITEM_REFERENCE,Dungeon; Equipment; Powers
heretic-table-swampWitch-wishes,MÖRK BORG CULT: HERETIC,59,57,Sepulchre of the Swamp Witch,Sepulchre of the Swamp Witch — Wishes,Table,RESOLVED,—,2,1,2,Reference Desk → oracle:heretic.swampWitch.wishes → ROLL / TABLE / SOURCE,yes: Sepulchre of the Swamp Witch — Wishes,no,yes,"All table outcomes, dice and relevant effect text are present; canonical reference supports rolling or intentional full-table inspection. A completed table does not imply every surrounding scenario rule is covered.",None.,heretic:table-swampWitch-wishes,,Dungeon
heretic-wish-procedure,MÖRK BORG CULT: HERETIC,59,57,Sepulchre of the Swamp Witch,"Dead Root Altar wishes, willing sacrifice and Doom exception",Procedure,PARTIAL,P2,2,5,10,oracle:heretic.swampWitch.wishes → SOURCE (trigger only),"indirect: Dead Root Altar wishes, willing sacrifice and Doom exception",no,yes,Six aftermath results and the unwilling-only trigger note are present. The fixed willing-sacrifice damage/tests/witch arrival and the precise delay-of-Doom rule are not in the application; table existence alone cannot run this procedure.,"Add a short precondition/outcome rule linked to the existing d6 table, distinguishing the fixed willing branch from rollable aftermath.",heretic:wish-procedure,QUICK_RULE; PROCEDURE,Dungeon
heretic-bowyers-bow,MÖRK BORG CULT: HERETIC,60,58,The Bone Bowyer,The Bowyer’s Bow,Item,MISSING,P2,3,5,15,No usable application reference,no: The Bowyer’s Bow,no,n/a,"Creature record preserves its own attack but not the usable bow’s miss-retarget loop or immunity exception. This is a separate source item, not merely the creature weapon’s damage.",Add the named item’s full concise rule and link it from the Bone Bowyer result.,heretic:bowyers-bow,ITEM_REFERENCE; RESULT_LINK,Equipment; Monster
heretic-bowyer-services,MÖRK BORG CULT: HERETIC,60,58,The Bone Bowyer,Unsavory Services,Table,MISSING,P2,2,4,8,No usable application reference,no: Unsavory Services,no,n/a,"Six source commission prompts for obtaining a bow are absent. The source supplies a request list, no die instruction.",Add a non-rollable source option list under the Bowyer service/item reference.,heretic:bowyer-services,TABLE_INDEX; RESULT_LINK,NPC; Equipment
heretic-bitor-valuation,MÖRK BORG CULT: HERETIC,63,61,Borg Bitor,Borg Bitor trade valuations and intact black egg,Table,PRESENT_BUT_INDIRECT,P2,2,3,6,Monsters → load Borg Bitor preset → notes; direct Reference omits valuations,indirect: Borg Bitor; Devil’s Glue; Intact black egg,no,n/a,"Alive/glue/mandible/egg values exist in record.valuation and generated Monster notes. Direct Reference result omits notes, so these useful values are not available from ordinary lookup.",Expose a quiet trade-values disclosure from existing valuation metadata.,heretic:bitor-valuation,ITEM_REFERENCE; RESULT_LINK,Equipment; Monster
heretic-table-nurse-corridorNorth,MÖRK BORG CULT: HERETIC,66,Unnumbered fold / cover,Nurse the Rot,Nurse the Rot — Corridor North,Table,RESOLVED,—,2,1,2,Reference Desk → oracle:heretic.nurse.corridorNorth → ROLL / TABLE / SOURCE,yes: Nurse the Rot — Corridor North,no,yes,"All table outcomes, dice and relevant effect text are present; canonical reference supports rolling or intentional full-table inspection. A completed table does not imply every surrounding scenario rule is covered.",None.,heretic:table-nurse-corridorNorth,,Dungeon
heretic-nurse-alert,MÖRK BORG CULT: HERETIC,67,"Last fold, unnumbered",Nurse the Rot,Rotten Nurse alert and investigation procedure,Rule,MISSING,P2,2,4,8,No usable application reference,no: Rotten Nurse alert and investigation procedure,no,n/a,"Four alert triggers, destination d4+1 and ten-minute reroll are absent.",Add a concise scenario-local rule; preserve map/discovery detail in PDF.,heretic:nurse-alert,QUICK_RULE,Dungeon
heretic-nurse-corridor-east,MÖRK BORG CULT: HERETIC,67,"Last fold, unnumbered",Nurse the Rot,Corridor East well-spider hazard,Rule,MISSING,P2,2,4,8,No usable application reference,no: Corridor East well-spider hazard,no,n/a,The low Agility DR and instantly fatal caught consequence are absent; no separate monster HP is provided.,Add a concise scenario-local rule; preserve map/discovery detail in PDF.,heretic:nurse-corridor-east,QUICK_RULE,Dungeon
heretic-nurse-poisoned-coins,MÖRK BORG CULT: HERETIC,67,"Last fold, unnumbered",Nurse the Rot,Poisoned corpse coins,Rule,MISSING,P2,2,4,8,No usable application reference,no: Poisoned corpse coins,no,n/a,Amount and one-in-twenty fatal contact risk are absent.,Add a concise scenario-local rule; preserve map/discovery detail in PDF.,heretic:nurse-poisoned-coins,QUICK_RULE,Dungeon
heretic-nurse-nest-advancement,MÖRK BORG CULT: HERETIC,66,"Last fold, unnumbered",Nurse the Rot,Bitor Nest improvement and healing fungus,Rule,MISSING,P2,2,4,8,No usable application reference,no: Bitor Nest improvement and healing fungus,no,n/a,Source awards only ability/HP improvement on entry and a healing fungus amount; both quick rules are absent.,Add a concise scenario-local rule; preserve map/discovery detail in PDF.,heretic:nurse-nest-advancement,QUICK_RULE,Dungeon
heretic-nurse-bomb,MÖRK BORG CULT: HERETIC,67,"Last fold, unnumbered",Nurse the Rot,Bomb in Dim Room,Item,MISSING,P2,2,4,8,No usable application reference,no: Bomb in Dim Room,no,n/a,The source provides a compact bomb damage instruction. No source item reference exposes it.,Link to this local bomb text and distinguish its wording from the Blackpowder Bomb general entry.,heretic:nurse-bomb,ITEM_REFERENCE,Equipment; Dungeon
heretic-staff-awful-light,MÖRK BORG CULT: HERETIC,66,"Last fold, unnumbered",Nurse the Rot,Staff of Awful Light,Source reference,SOURCE_UNAVAILABLE,P3,1,2,2,No usable application reference,no: Staff of Awful Light,no,n/a,"The supplied adventure names the staff as the objective and locates it, but provides no effect or stat rule. No application omission can be inferred for mechanics the PDF never states.",Preserve the named objective/source link if desired; do not invent a Power or item effect.,heretic:staff-awful-light,SOURCE_MISSING,Dungeon
feretory-front-art,MÖRK BORG CULT: FERETORY,1; 4; 5; 10; 11; 13,Unnumbered / fold or cover; see page ledger,Visual / long-form source,"Covers, credits and chapter-opening artwork",Long-form,PDF_APPROPRIATE,—,—,—,—,Original supplied PDF,"n/a: Covers, credits and chapter-opening artwork",n/a,n/a,"Keeping scenario geography, scene-setting and artwork in the supplied PDF is appropriate. Quick stat blocks, named item effects and mechanical triggers on the same pages are audited as separate actionable rows.",None.,feretory:front-art,PDF_APPROPRIATE,Dungeon
feretory-ziggurat-long,MÖRK BORG CULT: FERETORY,24; 25; 26; 27; 28; 29; 30; 31; 32; 33,"22, 23, 24, 25, 26, 27, 28, 29, 30, 31",Visual / long-form source,"The Death Ziggurat map, premise and keyed location prose",Long-form,PDF_APPROPRIATE,—,—,—,—,Original supplied PDF,"n/a: The Death Ziggurat map, premise and keyed location prose",n/a,n/a,"Keeping scenario geography, scene-setting and artwork in the supplied PDF is appropriate. Quick stat blocks, named item effects and mechanical triggers on the same pages are audited as separate actionable rows.",None.,feretory:ziggurat-long,PDF_APPROPRIATE,Dungeon
feretory-grinder-long,MÖRK BORG CULT: FERETORY,35; 36; 37; 38; 39; 40; 41; 42; 43; 44; 45; 46; 47; 48,"33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Visual / long-form source,"The Goblin Grinder premise, maps and keyed location prose",Long-form,PDF_APPROPRIATE,—,—,—,—,Original supplied PDF,"n/a: The Goblin Grinder premise, maps and keyed location prose",n/a,n/a,"Keeping scenario geography, scene-setting and artwork in the supplied PDF is appropriate. Quick stat blocks, named item effects and mechanical triggers on the same pages are audited as separate actionable rows.",None.,feretory:grinder-long,PDF_APPROPRIATE,Dungeon
feretory-reliquary-art,MÖRK BORG CULT: FERETORY,49,47,Visual / long-form source,Tenebrous Reliquary opening art and credits,Long-form,PDF_APPROPRIATE,—,—,—,—,Original supplied PDF,n/a: Tenebrous Reliquary opening art and credits,n/a,n/a,"Keeping scenario geography, scene-setting and artwork in the supplied PDF is appropriate. Quick stat blocks, named item effects and mechanical triggers on the same pages are audited as separate actionable rows.",None.,feretory:reliquary-art,PDF_APPROPRIATE,Dungeon
feretory-class-art,MÖRK BORG CULT: FERETORY,59; 61; 63; 67,Unnumbered / fold or cover; see page ledger,Visual / long-form source,Class illustrations and blank/low-text art folds,Long-form,PDF_APPROPRIATE,—,—,—,—,Original supplied PDF,n/a: Class illustrations and blank/low-text art folds,n/a,n/a,"Keeping scenario geography, scene-setting and artwork in the supplied PDF is appropriate. Quick stat blocks, named item effects and mechanical triggers on the same pages are audited as separate actionable rows.",None.,feretory:class-art,PDF_APPROPRIATE,Dungeon
heretic-front-art,MÖRK BORG CULT: HERETIC,1; 4; 5; 13; 15; 16; 17,Unnumbered / fold or cover; see page ledger,Visual / long-form source,"Cover, credits and class/chapter artwork",Long-form,PDF_APPROPRIATE,—,—,—,—,Original supplied PDF,"n/a: Cover, credits and class/chapter artwork",n/a,n/a,"Keeping scenario geography, scene-setting and artwork in the supplied PDF is appropriate. Quick stat blocks, named item effects and mechanical triggers on the same pages are audited as separate actionable rows.",None.,heretic:front-art,PDF_APPROPRIATE,Dungeon
heretic-graves-long,MÖRK BORG CULT: HERETIC,18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 32; 33,"16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31",Visual / long-form source,"Graves Left Wanting premise, keyed map and long-form location text",Long-form,PDF_APPROPRIATE,—,—,—,—,Original supplied PDF,"n/a: Graves Left Wanting premise, keyed map and long-form location text",n/a,n/a,"Keeping scenario geography, scene-setting and artwork in the supplied PDF is appropriate. Quick stat blocks, named item effects and mechanical triggers on the same pages are audited as separate actionable rows.",None.,heretic:graves-long,PDF_APPROPRIATE,Dungeon
heretic-bloat-long,MÖRK BORG CULT: HERETIC,34; 35,"32, 33",Visual / long-form source,Bloat map and long-form adventure structure,Long-form,PDF_APPROPRIATE,—,—,—,—,Original supplied PDF,n/a: Bloat map and long-form adventure structure,n/a,n/a,"Keeping scenario geography, scene-setting and artwork in the supplied PDF is appropriate. Quick stat blocks, named item effects and mechanical triggers on the same pages are audited as separate actionable rows.",None.,heretic:bloat-long,PDF_APPROPRIATE,Dungeon
heretic-merchant-long,MÖRK BORG CULT: HERETIC,38; 39; 40; 41,"36, 37, 38, 39",Visual / long-form source,Mikhael background and chapter artwork,Long-form,PDF_APPROPRIATE,—,—,—,—,Original supplied PDF,n/a: Mikhael background and chapter artwork,n/a,n/a,"Keeping scenario geography, scene-setting and artwork in the supplied PDF is appropriate. Quick stat blocks, named item effects and mechanical triggers on the same pages are audited as separate actionable rows.",None.,heretic:merchant-long,PDF_APPROPRIATE,Dungeon
heretic-swamp-long,MÖRK BORG CULT: HERETIC,47; 48; 49; 50; 51; 52; 53; 54; 55; 56; 57; 58; 59,"45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57",Visual / long-form source,"Swamp Witch map, premise, hidden routes and keyed prose",Long-form,PDF_APPROPRIATE,—,—,—,—,Original supplied PDF,"n/a: Swamp Witch map, premise, hidden routes and keyed prose",n/a,n/a,"Keeping scenario geography, scene-setting and artwork in the supplied PDF is appropriate. Quick stat blocks, named item effects and mechanical triggers on the same pages are audited as separate actionable rows.",None.,heretic:swamp-long,PDF_APPROPRIATE,Dungeon
heretic-late-art,MÖRK BORG CULT: HERETIC,61; 63; 64; 65; 66; 67; 68,Unnumbered / fold or cover; see page ledger,Visual / long-form source,"Creature background, Bitor’s Spawn lore, Nurse the Rot map, art and back-cover poem",Long-form,PDF_APPROPRIATE,—,—,—,—,Original supplied PDF,"n/a: Creature background, Bitor’s Spawn lore, Nurse the Rot map, art and back-cover poem",n/a,n/a,"Keeping scenario geography, scene-setting and artwork in the supplied PDF is appropriate. Quick stat blocks, named item effects and mechanical triggers on the same pages are audited as separate actionable rows.",None.,heretic:late-art,PDF_APPROPRIATE,Dungeon
dark-fort-source-aid,DARK FORT,1; 2; 3,Unnumbered / source-specific,Independent / auxiliary / duplicate source,DARK FORT independent solo microgame,Aid,PDF_APPROPRIATE,—,—,—,—,Original supplied PDF,n/a: DARK FORT independent solo microgame,n/a,n/a,"The PDF explicitly identifies a separate predecessor microgame. Its d6-vs-monster-points combat, fixed Kargunt character, own inventory/level rules, room tables and monsters are not ordinary MÖRK BORG missing rules. Keep as a separately identified standalone game PDF; do not mix its statlines into MB generators.",None.,dark-fort:source-aid,PDF_APPROPRIATE,Solo
dark-fort-sheet-source-aid,DARK FORT SHEET,1,Unnumbered / source-specific,Independent / auxiliary / duplicate source,DARK FORT Kargunt worksheet,Aid,PDF_APPROPRIATE,—,—,—,—,Original supplied PDF,n/a: DARK FORT Kargunt worksheet,n/a,n/a,"Auxiliary printable character/map sheet for the independent DARK FORT microgame, not an MB class or campaign schema requirement.",None.,dark-fort-sheet:source-aid,PDF_APPROPRIATE,Solo
feretory-sv-source-aid,MBC FERETORY Svenska texter,1; 2; 3; 4; 5; 6; 7; 8; 9; 10,Unnumbered / source-specific,Independent / auxiliary / duplicate source,Swedish FERETORY alternate-language source,Aid,PDF_APPROPRIATE,—,—,—,—,Original supplied PDF,n/a: Swedish FERETORY alternate-language source,n/a,n/a,"Cover plus Swedish Monster Approaches, traits, Grey Galth Inn, Three Dead Skulls, Philosopher, Ochre Tablets, Black Salt and art. These overlap FER English sections with edition/translation differences; not a second set of missing MB rules. Do not silently replace English canonical fragments with Swedish wording.",None.,feretory-sv:source-aid,PDF_APPROPRIATE,Dungeon
death-ziggurat-map-source-aid,The Death Ziggurat — Player Map,1,Unnumbered / source-specific,Independent / auxiliary / duplicate source,Death Ziggurat player-facing hex map,Aid,PDF_APPROPRIATE,—,—,—,—,Original supplied PDF,n/a: Death Ziggurat player-facing hex map,n/a,n/a,Auxiliary player handout with one-hex/15-minute scale. It is not an additional oracle or independent adventure. The scale/exploration need is counted under FER PDF27–29.,None.,death-ziggurat-map:source-aid,PDF_APPROPRIATE,Dungeon
reclvse-reclvse-dungeonorigin,RECLVSE,86,86,Dungeon Origin,Dungeon Origin,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.dungeonOrigin,yes: Dungeon Origin,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-dungeonorigin,,Solo
reclvse-reclvse-dungeonpurposethen,RECLVSE,86,86,Dungeon Purpose (Then),Dungeon Purpose (Then),Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.dungeonPurposeThen,yes: Dungeon Purpose (Then),no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-dungeonpurposethen,,Solo
reclvse-reclvse-dungeonpurposenow,RECLVSE,86,86,Dungeon Purpose (Now),Dungeon Purpose (Now),Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.dungeonPurposeNow,yes: Dungeon Purpose (Now),no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-dungeonpurposenow,,Solo
reclvse-reclvse-dungeontheme,RECLVSE,86,86,Dungeon Theme,Dungeon Theme,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.dungeonTheme,yes: Dungeon Theme,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-dungeontheme,,Solo
reclvse-reclvse-dungeonarchitecture,RECLVSE,86,86,Dungeon Architecture,Dungeon Architecture,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.dungeonArchitecture,yes: Dungeon Architecture,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-dungeonarchitecture,,Solo
reclvse-reclvse-dungeoncondition,RECLVSE,87,87,Dungeon Condition,Dungeon Condition,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.dungeonCondition,yes: Dungeon Condition,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-dungeoncondition,,Solo
reclvse-reclvse-dungeonentrance,RECLVSE,87,87,Dungeon Entrance,Dungeon Entrance,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.dungeonEntrance,yes: Dungeon Entrance,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-dungeonentrance,,Solo
reclvse-reclvse-dungeoninhabitants,RECLVSE,87,87,Current Inhabitants,Current Inhabitants,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.dungeonInhabitants,yes: Current Inhabitants,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-dungeoninhabitants,,Solo
reclvse-reclvse-dungeonmotive,RECLVSE,87,87,Primary Motive Within,Primary Motive Within,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.dungeonMotive,yes: Primary Motive Within,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-dungeonmotive,,Solo
reclvse-reclvse-entrancestate,RECLVSE,88,88,Entrance State,Entrance State,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.entranceState,yes: Entrance State,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-entrancestate,,Solo
reclvse-reclvse-entranceimpression,RECLVSE,88,88,First Impression,First Impression,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.entranceImpression,yes: First Impression,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-entranceimpression,,Solo
reclvse-reclvse-entrancehazard,RECLVSE,88,88,Entrance Hazard,Entrance Hazard,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.entranceHazard,yes: Entrance Hazard,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-entrancehazard,,Solo
reclvse-reclvse-entrancesounds,RECLVSE,88,88,Entrance Sounds,Entrance Sounds,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.entranceSounds,yes: Entrance Sounds,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-entrancesounds,,Solo
reclvse-reclvse-entrancesmells,RECLVSE,89,89,Entrance Smells,Entrance Smells,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.entranceSmells,yes: Entrance Smells,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-entrancesmells,,Solo
reclvse-reclvse-entrancesigns,RECLVSE,89,89,Entrance Signs,Entrance Signs,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.entranceSigns,yes: Entrance Signs,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-entrancesigns,,Solo
reclvse-reclvse-entrancechallenge,RECLVSE,89,89,Immediate Challenge,Immediate Challenge,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.entranceChallenge,yes: Immediate Challenge,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-entrancechallenge,,Solo
reclvse-reclvse-entrancehelp,RECLVSE,89,89,Possible Help,Possible Help,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.entranceHelp,yes: Possible Help,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-entrancehelp,,Solo
reclvse-reclvse-quicksizeshape,RECLVSE,90,90,Room Size & Shape,Room Size & Shape,Table,PRESENT_BUT_INDIRECT,P2,3,2,6,Reference Desk → oracle:reclvse.quickSizeShape,yes: Room Size & Shape,no,yes,Full special-use instructions are in SOURCE rather than the main table/result: the source asks for two rolls on a combined size/shape list.,Expose a concise use instruction and existing related-table link without changing the printed procedure.,reclvse-reclvse-quicksizeshape,SEARCH_ALIAS,Solo
reclvse-reclvse-quickatmosphere,RECLVSE,90,90,Atmosphere,Atmosphere,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.quickAtmosphere,yes: Atmosphere,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-quickatmosphere,,Solo
reclvse-reclvse-quickdressing,RECLVSE,90,90,Dressing,Dressing,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.quickDressing,yes: Dressing,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-quickdressing,,Solo
reclvse-reclvse-quickcontents,RECLVSE,90,90,Contents,Contents,Table,PRESENT_BUT_INDIRECT,P2,3,2,6,Reference Desk → oracle:reclvse.quickContents,yes: Contents,no,yes,"Original selector/follow-up text is present, but the selected named target is not a direct canonical link in the ordinary standalone result. The player must search the next table separately.",Resolve only the explicit source-named targets into canonical result links; leave optional selection and recursion under player control.,reclvse-reclvse-quickcontents,RESULT_LINK,Solo
reclvse-reclvse-quickexits,RECLVSE,90,90,Exits,Exits,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.quickExits,yes: Exits,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-quickexits,,Solo
reclvse-reclvse-roomsize,RECLVSE,90,90,Room Size,Room Size,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.roomSize,yes: Room Size,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-roomsize,,Solo
